hitter_name,team,plate_appearances,games,composite_score,grade,tier,ops,woba,wrc_plus,xwoba,xba,xslg,hard_hit_pct,barrel_pct,k_bb_ratio,avg,hr,rbi,sb,strengths,weaknesses,score_breakdown,rank
Bo Naylor,CLE,349,105,35.2,F,Poor,0.623,0.276,75,0.304,0.207,0.379,35.9,10.0,2.05,0.177,11,31,1,Barrel%: 10.0,OPS: 0.623; wOBA: 0.276; wRC+: 75,"{'OPS': {'value': 0.623, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.276, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 75, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.304, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.207, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'xSLG': {'value': 0.379, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 35.9, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 10.0, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.05, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",223
Javier Baez,DET,393,112,34.8,F,Poor,0.692,0.299,89,0.278,0.238,0.368,39.8,5.4,10.08,0.261,11,51,5,None identified,OPS: 0.692; wOBA: 0.299; wRC+: 89,"{'OPS': {'value': 0.692, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.299, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 89, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.278, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.238, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.368, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 39.8, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 5.4, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 10.08, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",224
Adam Frazier,- - -,385,113,34.4,F,Poor,0.692,0.304,91,0.286,0.254,0.339,21.3,1.4,2.91,0.272,5,36,8,None identified,OPS: 0.692; wOBA: 0.304; wRC+: 91,"{'OPS': {'value': 0.692, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.304, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 91, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.286, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.254, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.339, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 21.3, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 1.4, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 2.91, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",225
Mauricio Dubon,HOU,351,112,34.2,F,Poor,0.668,0.293,86,0.283,0.254,0.339,25.3,1.4,1.72,0.249,7,28,3,K:BB: 1.72,OPS: 0.668; wOBA: 0.293; wRC+: 86,"{'OPS': {'value': 0.668, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.293, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 86, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.283, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.254, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.339, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 25.3, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 1.4, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 1.72, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",226
Tyrone Taylor,NYM,328,109,33.6,F,Poor,0.592,0.262,68,0.305,0.263,0.374,34.8,3.9,4.55,0.218,2,25,11,xBA: 0.263,OPS: 0.592; wOBA: 0.262; wRC+: 68,"{'OPS': {'value': 0.592, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.262, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 68, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.305, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.263, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.374, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 34.8, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 3.9, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 4.55, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",227
Gabriel Arias,CLE,386,107,33.6,F,Poor,0.642,0.281,79,0.293,0.217,0.388,42.3,11.5,5.57,0.222,9,45,6,HardHit%: 42.3; Barrel%: 11.5,OPS: 0.642; wOBA: 0.281; wRC+: 79,"{'OPS': {'value': 0.642, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.281, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 79, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.293, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.217, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'xSLG': {'value': 0.388, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 42.3, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 11.5, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 5.57, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",228
Ke'Bryan Hayes,- - -,497,129,33.6,F,Poor,0.616,0.273,70,0.291,0.251,0.363,45.7,4.9,3.61,0.244,5,47,12,HardHit%: 45.7,OPS: 0.616; wOBA: 0.273; wRC+: 70,"{'OPS': {'value': 0.616, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.273, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 70, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.291, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.251, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.363, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 45.7, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 4.9, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 3.61, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",229
Pedro Pages,STL,340,100,33.0,F,Poor,0.655,0.284,81,0.273,0.216,0.364,39.2,8.4,5.11,0.229,11,44,0,Barrel%: 8.4,OPS: 0.655; wOBA: 0.284; wRC+: 81,"{'OPS': {'value': 0.655, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.284, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 81, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.273, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.216, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'xSLG': {'value': 0.364, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 39.2, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 8.4, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 5.11, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",230
Jordan Walker,STL,328,91,32.8,F,Poor,0.587,0.261,66,0.282,0.216,0.372,49.8,10.4,4.95,0.22,5,34,7,HardHit%: 49.8; Barrel%: 10.4,OPS: 0.587; wOBA: 0.261; wRC+: 66,"{'OPS': {'value': 0.587, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.261, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 66, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.282, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.216, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'xSLG': {'value': 0.372, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 49.8, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 10.4, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 4.95, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",231
Matt McLain,CIN,494,123,31.8,F,Poor,0.646,0.288,78,0.295,0.221,0.361,39.0,7.1,2.85,0.223,13,42,16,None identified,OPS: 0.646; wOBA: 0.288; wRC+: 78,"{'OPS': {'value': 0.646, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.288, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 78, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.295, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.221, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.361, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 39.0, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 7.1, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 2.85, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",232
Michael Toglia,COL,329,85,31.6,F,Poor,0.623,0.27,56,0.28,0.208,0.369,43.4,10.3,4.67,0.194,11,32,3,HardHit%: 43.4; Barrel%: 10.3,OPS: 0.623; wOBA: 0.27; wRC+: 56,"{'OPS': {'value': 0.623, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.27, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 56, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.28, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.208, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'xSLG': {'value': 0.369, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 43.4, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 10.3, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 4.67, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",233
Jacob Young,WSN,324,104,30.4,F,Poor,0.581,0.265,66,0.298,0.264,0.334,32.8,2.1,2.21,0.23,1,25,13,xBA: 0.264,OPS: 0.581; wOBA: 0.265; wRC+: 66,"{'OPS': {'value': 0.581, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.265, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 66, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.298, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.264, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.334, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 32.8, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 2.1, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 2.21, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",234
Jonah Heim,TEX,377,105,30.2,F,Poor,0.615,0.27,71,0.279,0.226,0.355,34.9,6.6000000000000005,3.18,0.22,10,40,3,None identified,OPS: 0.615; wOBA: 0.27; wRC+: 71,"{'OPS': {'value': 0.615, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.27, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 71, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.279, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.226, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.355, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 34.9, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 6.6000000000000005, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 3.18, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",235
Kyle Isbel,KCR,368,121,29.6,F,Poor,0.677,0.296,84,0.259,0.232,0.304,36.0,1.4,3.48,0.265,4,31,4,None identified,OPS: 0.677; wOBA: 0.296; wRC+: 84,"{'OPS': {'value': 0.677, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.296, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 84, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.259, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.232, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.304, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 36.0, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 1.4, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 3.48, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",236
Joey Ortiz,MIL,439,126,28.4,F,Poor,0.609,0.271,72,0.285,0.252,0.339,33.2,3.2,2.47,0.232,7,43,11,None identified,OPS: 0.609; wOBA: 0.271; wRC+: 72,"{'OPS': {'value': 0.609, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.271, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 72, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.285, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.252, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.339, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 33.2, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 3.2, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 2.47, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",237
Patrick Bailey,SFG,378,112,26.4,F,Poor,0.554,0.248,57,0.262,0.204,0.323,36.5,5.6,4.28,0.206,2,39,1,None identified,OPS: 0.554; wOBA: 0.248; wRC+: 57,"{'OPS': {'value': 0.554, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.248, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 57, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.262, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.204, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'xSLG': {'value': 0.323, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 36.5, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 5.6, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 4.28, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",238
Victor Scott II,STL,402,116,26.4,F,Poor,0.623,0.283,81,0.291,0.231,0.323,27.500000000000004,4.3,2.67,0.223,5,35,31,None identified,OPS: 0.623; wOBA: 0.283; wRC+: 81,"{'OPS': {'value': 0.623, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.283, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 81, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.291, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.231, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.323, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 27.500000000000004, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 4.3, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 2.67, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",239
Santiago Espinal,CIN,325,109,26.2,F,Poor,0.58,0.261,59,0.26,0.233,0.296,25.7,0.8,1.8,0.245,0,16,2,K:BB: 1.8,OPS: 0.58; wOBA: 0.261; wRC+: 59,"{'OPS': {'value': 0.58, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.261, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 59, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.26, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.233, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.296, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 25.7, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 0.8, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 1.8, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",240
Jose Iglesias,SDP,304,98,24.8,F,Poor,0.558,0.256,64,0.274,0.238,0.294,24.7,0.9000000000000001,2.24,0.221,1,30,4,None identified,OPS: 0.558; wOBA: 0.256; wRC+: 64,"{'OPS': {'value': 0.558, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.256, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 64, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.274, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.238, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.294, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 24.7, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 0.9000000000000001, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 2.24, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",241
Isiah Kiner-Falefa,PIT,428,119,24.0,F,Poor,0.632,0.28,75,0.269,0.253,0.313,26.6,1.5,4.03,0.264,1,35,15,None identified,OPS: 0.632; wOBA: 0.28; wRC+: 75,"{'OPS': {'value': 0.632, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.28, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 75, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.269, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.253, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.313, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 26.6, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 1.5, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 4.03, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",242
Angel Martinez,CLE,410,115,23.6,F,Poor,0.625,0.271,71,0.26,0.225,0.328,30.1,3.4000000000000004,5.87,0.225,10,41,7,None identified,OPS: 0.625; wOBA: 0.271; wRC+: 71,"{'OPS': {'value': 0.625, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.271, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 71, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.26, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.225, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.328, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 30.1, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 3.4000000000000004, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 5.87, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",243
Nick Allen,ATL,405,128,23.4,F,Poor,0.534,0.245,52,0.249,0.22,0.263,20.8,0.0,3.27,0.222,0,21,8,None identified,OPS: 0.534; wOBA: 0.245; wRC+: 52,"{'OPS': {'value': 0.534, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.245, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 52, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.249, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.22, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.263, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 20.8, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 0.0, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 3.27, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",244
Taylor Walls,TBR,317,101,22.8,F,Poor,0.599,0.265,65,0.262,0.213,0.308,26.200000000000003,3.2,2.7,0.22,4,38,14,None identified,OPS: 0.599; wOBA: 0.265; wRC+: 65,"{'OPS': {'value': 0.599, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wOBA': {'value': 0.265, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 65, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.262, 'percentile_score': 20, 'weight': 0.12, 'contribution': 2.4}, 'xBA': {'value': 0.213, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'xSLG': {'value': 0.308, 'percentile_score': 20, 'weight': 0.1, 'contribution': 2.0}, 'HardHit%': {'value': 26.200000000000003, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 3.2, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 2.7, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",245
